Issues / Notes	Ontology ID	label	alternative label	Reported	term tracker item	entity type	created	parent class ID	parent class label	Equivalence axiom	is about	is about label (for reference only)	definition	Alt definition	definition source	example of usage	contributor	curation status	editor note	comment	database cross reference	in subset	see also	english exact synonym	english broad synonym	english narrow synonym	english related synonym	British english exact synonym	Italian exact synonym	French exact synonym	German exact synonym	Spanish exact synonym	Portuguese exact synonym
Spell out ID?	GENEPIO:0100459	IRIDA isolate ID field	IRIDA isolate ID|IRIDA_isolate_ID|IRIDA isolate identifier	Updated			2021-04-24T00:42:14Z	GENEPIO:0100631	identifier field				A data field which describes the identifier of the isolate in the Integrated Rapid Infectious Disease Analysis (IRIDA) platform.			GRDI_LL_12345	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the .sample ID. used to track information linked to the isolate in IRIDA. IRIDA sample IDs should be unqiue to avoid ID clash. This is very important in large Projects, especially when samples are shared from different organizations. Download the IRIDA sample ID and add it to the sample data in your spreadsheet as part of good data management practices.		GRDI		IRIDA isolate ID slot|IRIDA isolate identifier field|IRIDA isolate identifier slot|Integrated Rapid Infectious Disease Analysis isolate ID field|Integrated Rapid Infectious Disease Analysis isolate ID slot|Integrated Rapid Infectious Disease Analysis isolate identifier field|Integrated Rapid Infectious Disease Analysis isolate identifier slot									
	GENEPIO:0100460	IRIDA project ID field	IRIDA project ID|IRIDA project identifier	Updated			2021-04-24T00:42:14Z	GENEPIO:0100631	identifier field				A data field which describes the identifier of the project in the Integrated Rapid Infectious Disease Analysis (IRIDA) platform.			666	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the IRIDA .project ID..		GRDI		IRIDA project ID slot|IRIDA project identifier field|IRIDA project identifier slot|Integrated Rapid Infectious Disease Analysis project ID field|Integrated Rapid Infectious Disease Analysis project identifier field|Integrated Rapid Infectious Disease Analysis project ID slot|Integrated Rapid Infectious Disease Analysis project identifier slot									
	GENEPIO:0100284	culture collection ID field	culture collection	Updated			2021-04-24T00:42:14Z	GENEPIO:0100631	identifier field				A data field which describes the name of the source collection and unique culture identifier.			/culture_collection="ATCC:26370"	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Format: .<institution-code>:[<collection-code>:]<culture_id>.. For more information, see http://www.insdc.org/controlled-vocabulary-culturecollection-qualifier.		PHA4GE SARS-CoV-2		culture collection slot									
	GENEPIO:0001198	purpose of sampling field	purpose_of_sampling|purpose of sampling	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the reason that the sample was collected.			Diagnostic testing [GENEPIO:0100002]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select a value from the pick list in the template.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		purpose of sampling slot									
	GENEPIO:0001200	purpose of sampling details field	purpose of sampling details	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		GENEPIO:0001198	purpose of sampling field	A data field which describes additional information pertaining to the reason the sample was collected.			Screening of bat specimens in museum collections.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a free text description of the sampling strategy or samples collected.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International		purpose of sampling details slot									
	GENEPIO:0100433	presampling activity field	presampling_activity|presampling activity	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the activities or variables introduced upstream of sample collection that may affect the sample collected.			Antimicrobial pre-treatment [GENEPIO:0100537]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If there was presampling activity that would affect the sample prior to collection (this is different than sample processing which happens after the sample is collected), provide the experimental activities by selecting one or more values from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.		GRDI		presampling activity slot									
	GENEPIO:0100434	presampling activity details field	presampling_activity_details|presampling activity details	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the details of the activities or variables introduced upstream of sample collection that may affect the sample collected.			Chicken feed containing X amount of novobiocin was fed to chickens for 72 hours prior to collection of litter.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Briefly describe the presampling activity details using free text.		GRDI		presampling activity details slot									
	GENEPIO:0100435	specimen processing field	specimen_processing|specimen processing	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the processing applied to samples post-collection, prior to further testing, characterization, or isolation procedures.			Samples pooled [OBI:0600016]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the sample processing information by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.		GRDI		specimen processing slot									
	GENEPIO:0100285	sample plan name field	sample plan name	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the name of the sample plan implemented for sample collection.			CanCOGeN Sampling Strategy 1.0	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version of the sample plan outlining the sample strategy.		PHA4GE SARS-CoV-2		sample plan name slot									
	GENEPIO:0100277	sample collected in quarantine field	sample collected in quarantine	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes whether the sample was collected from an individual in quarantine.			Yes [NCIT:C49488]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Whether a sample was collected under quarantine conditions (e.g. self-quarantining, medically isolated, staying at a quarantine hotel) can inform public health measure assessments. Use the picklist provided in the template.		PHA4GE SARS-CoV-2		sample collected in quarantine slot									
	GENEPIO:0001204	NML submitted specimen type field	NML submitted specimen type|National Microbiology Laboratory submitted specimen type	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the type of specimen submitted to the National Microbiology Laboratory (NML) for testing.			swab	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: This information is required for upload through the CNPHI LaSER system. Select the specimen type from the pick list provided. If sequence data is being submitted rather than a specimen for testing, select “Not Applicable”.		CanCOGeN SARS-CoV-2 | Monkeypox		NML submitted specimen type slot|National Microbiology Laboratory submitted specimen type field|National Microbiology Laboratory submitted specimen type slot									
	GENEPIO:0001209	Related specimen relationship type field	Related specimen relationship type	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the relationship of the current specimen to the specimen/sample previously submitted to the repository.			Specimen sampling methods testing	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the tag that describes how the previous sample is related to the current sample being submitted from the pick list provided, so that the samples can be linked and tracked in the system.		CanCOGeN SARS-CoV-2 | Monkeypox		Related specimen relationship type slot									
	GENEPIO:0001211	anatomical material field	anatomical_material|anatomical material	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the substance obtained from an anatomical part of an organism.			Blood [UBERON:0000178]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a descriptor if an anatomical material was sampled. Use the pick list provided in the template. If a desired term is missing from the pick list, use this look-up service to identify a standardized term: https://www.ebi.ac.uk/ols/ontologies/uberon. If not applicable, leave blank.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		anatomical material slot									
	GENEPIO:0001214	anatomical part field	anatomical_part|anatomical part	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the anatomical part of an organism.			Nasopharynx (NP) [UBERON:0001728]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a descriptor if an anatomical part was sampled. Use the pick list provided in the template. If a desired term is missing from the pick list, use this look-up service to identify a standardized term: https://www.ebi.ac.uk/ols/ontologies/uberon. If not applicable, leave blank.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		anatomical part slot									
	GENEPIO:0001216	body product field	body_product|body product	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the substance excreted/secreted from an organism.			Feces [UBERON:0001988]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a descriptor if a body product was sampled. Use the pick list provided in the template. If a desired term is missing from the pick list, use this look-up service to identify a standardized term: https://www.ebi.ac.uk/ols/ontologies/uberon. If not applicable, leave blank.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		body product slot									
	GENEPIO:0001223	environmental material field	environmental_material|environmental material	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		ENVO:00010483	environmental material	A data field which describes the substance obtained from the natural or man-made environment.			Soil, water, sewage, door handle, bed handrail, face mask, etc. Example input: Face mask [OBI:0002787]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a descriptor if an environmental material was sampled. Use the pick list provided in the template. If a desired term is missing from the pick list, use this look-up service to identify a standardized term: https://www.ebi.ac.uk/ols/ontologies/envo. If not applicable, leave blank.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox-International | GRDI		environmental material slot									
	GENEPIO:0001232	environmental site field	environmental_site|environmental site	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		ENVO:01000813|ENVO:01001813	astronomical body part|construction	A data field which describes an environmental location as a site in the natural or built environment.			Hospital, wet market, bat cave, etc. Example input: Hospital [ENVO:00002173]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a descriptor if an environmental site was sampled. Use the pick list provided in the template. If a desired term is missing from the pick list, use this look-up service to identify a standardized term: https://www.ebi.ac.uk/ols/ontologies/envo. If not applicable, leave blank.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | GRDI		environmental site slot									
	GENEPIO:0100440	water depth field	water_depth|water depth	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		ENVO:3100031	depth of water	A data field which describes the depth of some water.			5 m	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the depth of water with a value and unit.		GRDI		water depth slot									
	GENEPIO:0100441	air temperature field	air_temperature|air temperature	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		ENVO:09200001	temperature of air	A data field which describes the temperature of some air.			25C	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the temperature of the air with a value and unit. Do not provide a symbol for degree e.g. oC		GRDI		air temperature slot									
	GENEPIO:0100442	weather type field	weather_type|weather type	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		ENVO:01001079	atmospheric weather	A data field which describes the state of the atmosphere at a place and time.			Rain [ENVO:01001564]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion	Regarding heat, dryness, sunshine, wind, rain, etc.	Example Guidance: Provide the weather conditions at the time of sample collection.		GRDI		weather type slot									
	GENEPIO:0100443	animal or plant population field	animal_or_plant_population|animal or plant population	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		____ or EFO:0005228	____ or plant population	A data field which describes the type of animal or plant population inhabiting an area.			Turkey [NCBITaxon:9103]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: This field should be used when a sample is taken from an environmental location inhabited by many individuals of a specific type, rather than describing a sample taken from one particular host. If applicable, provide the standardized term and ontology ID for the animal or plant population name. The standardized term can be sourced from this look-up service: https://www.ebi.ac.uk/ols/ontologies/genepio. If not applicable, leave blank.		GRDI		animal or plant population slot									
	GENEPIO:0001234	collection device field	collection_device|collection device	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			sample collection device	A data field which describes the instrument or container used to collect the sample.			Swab [GENEPIO:0100027]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a descriptor if a collection device was used for sampling. Use the pick list provided in the template. If a desired term is missing from the pick list, use this look-up service to identify a standardized term: https://www.ebi.ac.uk/ols/ontologies/obi. If not applicable, leave blank.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		collection device slot									
	GENEPIO:0001241	collection method field	collection_method|collection method	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			sample collection method	A data field which describes the process used to collect the sample.			Bronchoalveolar lavage (BAL) [GENEPIO:0100032]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a descriptor if a collection method was used for sampling. Use the pick list provided in the template. If a desired term is missing from the pick list, use this look-up service to identify a standardized term: https://www.ebi.ac.uk/ols/ontologies/obi. If not applicable, leave blank.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		collection method slot									
	GENEPIO:0001243	collection protocol field	collection protocol	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		HSO:0000282	sample collection protocol	A data field which describes the name and version of a particular protocol used for sampling.			SC2SamplingProtocol 1.2	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name and version of the protocol used to collect the samples.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2		collection protocol slot									
	GENEPIO:0001253	specimen processing field	specimen processing	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		GENEPIO:0100286	specimen processing	A data field which describes any processing applied to the sample during or after receiving the sample.			Virus passage [GENEPIO:0100039]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Critical for interpreting data. Select all the applicable processes from the pick list. If virus was passaged, include information in .lab host., .passage number., and .passage method. fields. If none of the processes in the pick list apply, put .not applicable..		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | 		specimen processing slot									
	GENEPIO:0100311	specimen processing details field	specimen processing details	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes detailed information regarding the processing applied to a sample during or after receiving the sample.			25 swabs were pooled and further prepared as a single sample during library prep.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a free text description of any processing details applied to a sample.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | 		specimen processing details slot									
	GENEPIO:0001255	lab host field	lab host	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		EUPATH:0000499	lab host	A data field which describes the name and description of the laboratory host used to propagate the source organism or material from which the sample was obtained.			Vero E6 cell line [BTO:0004755]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Type of cell line used for propagation. Select a value form the pick list. If not passaged, put .not applicable..		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2		lab host slot									
	GENEPIO:0001261	passage number field	passage number	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		MSIO:0000071	passage number	A data field which describes the number of passages.			3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide number of known passages. If not passaged, put .not applicable.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2		passage number slot									
	GENEPIO:0001264	passage method field	passage method	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			organism passage method	A data field which describes how the organism was passaged.			AVL buffer+30%EtOH lysate received from Respiratory Lab. P3 passage in Vero-1 via bioreactor large-scale batch passage. P3 batch derived from the SP-2/reference lab strain.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Free text. Provide a short description. If not passaged, put .not applicable..		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2		passage method slot									
	GENEPIO:0001266	biomaterial extracted field	biomaterial extracted	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			sample biomaterial extract	A data field which describes the biomaterial extracted from samples for the purpose of sequencing.			RNA (Total) [OBI:0000895]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the biomaterial extracted from the pick list in the template.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2		biomaterial extracted slot									
	GENEPIO:0100278	data abstraction details field	data abstraction details	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes how any data elements were altered to preserve patient privacy.			Jitter added to publicly shared collection dates to prevent re-identifiability.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If applicable, provide a description of how each data element was abstracted.		PHA4GE SARS-CoV-2		data abstraction details slot									
	GENEPIO:0100444	food product field	food_product|food product	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		FOODON:00001002	food product	A data field which describes material consumed and digested for nutritional value or enjoyment.			Feather meal [FOODON:00003927]; Bone meal [ENVO:02000054]; Chicken breast [FOODON:00002703]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: This field includes animal feed. If applicable, provide the standardized term and ontology ID for the anatomical material. The standardized term can be sourced from this look-up service: https://www.ebi.ac.uk/ols/ontologies/foodon. If not applicable, leave blank.		GRDI		food product slot									
	GENEPIO:0100445	food product properties field	food_product_properties|food product properties	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		FOODON:00002470	food object quality	A data field which describes any characteristic of the food product pertaining to its state, processing, a label claim, or implications for consumers.			Food (chopped) [FOODON:00002777]; Ready-to-eat (RTE) [FOODON:03316636]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide any characteristics of the food product including whether it has been cooked, processed, preserved, any known information about its state (e.g. raw, ready-to-eat), any known information about its containment (e.g. canned), and any information about a label claim (e.g. organic, fat-free).		GRDI		food product properties slot									
	GENEPIO:0100446	animal source of food field	animal_source_of_food|animal source of food	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		FOODON:03411564	food source	A data field which describes the animal from which the food product was derived.			Chicken [NCBITaxon:9031]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the common name of the animal. If not applicable, leave blank. Multiple entries can be provided, separated by a comma.		GRDI		animal source of food slot									
	GENEPIO:0100447	food packaging field	food_packaging|food packaging	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		FOODON:03490100	food packaging	A data field which describes the type of packaging used to contain a food product.			Plastic tray or pan [FOODON:03490126]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, provide information regarding how the food product was packaged.		GRDI		food packaging slot									
	GENEPIO:0100615	food quality date field	food_quality_date|food quality date				2021-04-24T00:42:14Z	GENEPIO:0100632	date field		FOODON:00003446	food quality date	A data field which describes the date recommended for the use of a product while at peak quality, this date is not a reflection of safety unless used on infant formula.			2020-05-25	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: This date is typically labeled on a food product as .best if used by., best by., .use by., or .freeze by. e.g. 5/24/2020. If the date is known, leave blank or provide a null value.		GRDI		food quality date slot									
	GENEPIO:0100616	food packaging date field	food_packaging_date|food packaging date				2021-04-24T00:42:14Z	GENEPIO:0100632	date field		FOODON:00003454	food packaging date	A data field which descibes the food product's packaging date as marked by a food manufacturer or retailer.			2020-05-25	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: The packaging date should not be confused with, nor replaced by a Best Before date or other food quality date. If the date is known, leave blank or provide a null value.		GRDI		food packaging date slot									
	GENEPIO:0100448	sample storage method field	sample_storage_method|sample storage method	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the way that a specimen is or was stored.			Frozen at -20C	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a description of how the same was stored.		GRDI		sample storage method slot									
	GENEPIO:0100449	sample storage medium field	sample_storage_medium|sample storage medium	Updated			2021-04-24T00:42:14Z	GENEPIO:0100586	data field				A data field which describes the material or matrix in which a sample is stored.			PBS + 20% glycerol	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide a description of the material or matrix used to store the sample.		GRDI		sample storage medium slot									
Considering moving more fields under this grouping since many of them are host fields even if they don't specify "host"...	GENEPIO:0100628	host field		New		class	2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field		IDO:0000531	host	A data item which describes an organism bearing a host role.				https://orcid.org/0000-0002-9578-0788	requires discussion		 				host slot; host organism field; host organism slot	host column								
	GENEPIO:0001386	host (common name) field	host (common name)	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field				A host field which describes the commonly used name of the host.			Human [NCBITaxon:9606]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Common name or scientific name are required if there was a host. Common name examples e.g. human, bat. Select a value from the pick list. If the sample was environmental, put .not applicable..		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		host (common name) slot									
	GENEPIO:0001387	host (scientific name) field	host (scientific name)	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field				A host field which describes the taxonomic or scientific name of the host.			Homo sapiens [NCBITaxon:9606]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Common name or scientific name are required if there was a host. Scientific name examples e.g. Homo sapiens. Select a value from the pick list. If the sample was environmental, put .not applicable..		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		host (scientific name) slot									
	GENEPIO:0100450	host (ecotype) field	host (ecotype)	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field		EFO:0000434	ecotype	A host field which describes the biotype resulting from selection in a particular habitat.			Sea ecotype	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the ecotype of the host organism.		GRDI		host (ecotype) slot									
	GENEPIO:0100451	host (breed) field	host (breed)	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field		EFO:0005238	breed	A host field which describes a specific group of domestic animals or plants having homogeneous appearance, homogeneous behavior, and other characteristics that distinguish it from other animals or plants of the same species and that were arrived at through selective breeding.			Holstein	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the breed of the host organism.		GRDI		host (breed) slot									
	GENEPIO:0100452	host (food production name) field	host (food production name)	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field				A host field which describes the name of the host at a certain stage of food production, which may depend on its age or stage of sexual maturity.			Calf [FOODON:03411349]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select the host's food production name from the pick list.		GRDI		host (food production name) slot									
	GENEPIO:0001388	host health state field	host health state	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field		ExO:0000038	subject health status	A host field which describes the health status of the host at the time of sample collection.			Asymptomatic [NCIT:C3833]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, select a value from the pick list.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International		host health state slot									
	GENEPIO:0001389	host health status details field	host health status details	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field		ExO:0000038	subject health status	A host data field which describes additional information pertaining to the health or disease status of the host at time of collection.			Hospitalized (ICU) [GENEPIO:0100046]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, select a value from the pick list.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International		host health status details slot									
	GENEPIO:0001391	host disease field	host disease|host_disease	Updated			2021-04-24T00:42:14Z	GENEPIO:0100628	host field		OGMS:0000031	disease	A host data field which describes the name of the disease experienced by the host.			COVID-19 [MONDO:0100096]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: This field is only required if there was a host. If the host was a human select COVID-19 from the pick list. If the host was asymptomatic, this can be recorded under “host health state details”. .COVID-19. should still be provided if patient is asymptomatic. If the host is not human, and the disease state is not known or the host appears healthy, put “not applicable”.		CanCOGeN SARS-CoV-2 | PHA4GE SARS-CoV-2 | Monkeypox | Monkeypox-International | GRDI		host disease slot									
